"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Wisconsin",2020-04-20,-97.4999999999999,354.5,257,0.2,0.05,0.5
"West Virginia",2020-04-20,-112,212,100,0.2,0.05,0.5
"Washington",2020-04-20,-276.5,378.5,102,0.2,0.05,0.5
"Virginia",2020-04-20,-93.5000000000369,569.500000000037,476,0.2,0.05,0.5
"Vermont",2020-04-20,-31,36,5,0.2,0.05,0.5
"Utah",2020-04-20,-181,233,52,0.2,0.05,0.5
"Texas",2020-04-20,-1886,2499,613,0.2,0.05,0.5
"Tennessee",2020-04-20,-448,652,204,0.2,0.05,0.5
"South Dakota",2020-04-20,-21,64,43,0.2,0.05,0.5
"South Carolina",2020-04-20,-310,422,112,0.2,0.05,0.5
"Rhode Island",2020-04-20,29,170,199,0.2,0.05,0.5
"Pennsylvania",2020-04-20,-969,1214,245,0.2,0.05,0.5
"Oregon",2020-04-20,-182,221,39,0.2,0.05,0.5
"Oklahoma",2020-04-20,-81,312,231,0.2,0.05,0.5
"Ohio",2020-04-20,-980.5,1106.5,126,0.2,0.05,0.5
"North Dakota",2020-04-20,7,150,157,0.2,0.05,0.5
"North Carolina",2020-04-20,-601,784,183,0.2,0.05,0.5
"New York",2020-04-20,-536.999999999852,2791.99999999985,2255,0.2,0.05,0.5
"New Mexico",2020-04-20,47.5000000000146,158.499999999985,206,0.2,0.05,0.5
"New Jersey",2020-04-20,290,3342,3632,0.2,0.05,0.5
"New Hampshire",2020-04-20,-72,85,13,0.2,0.05,0.5
"Nevada",2020-04-20,12,393,405,0.2,0.05,0.5
"Nebraska",2020-04-20,-71,197,126,0.2,0.05,0.5
"Montana",2020-04-20,-61,68,7,0.2,0.05,0.5
"Missouri",2020-04-20,-493.5,589.5,96,0.2,0.05,0.5
"Mississippi",2020-04-20,-240.5,308.5,68,0.2,0.05,0.5
"Minnesota",2020-04-20,-166,344,178,0.2,0.05,0.5
"Michigan",2020-04-20,-346.999999999345,919.999999999345,573,0.2,0.05,0.5
"Massachusetts",2020-04-20,0,2593,2593,0.2,0.05,0.5
"Maryland",2020-04-20,18,1044,1062,0.2,0.05,0.5
"Maine",2020-04-20,-43,86,43,0.2,0.05,0.5
"Louisiana",2020-04-20,-422,454,32,0.2,0.05,0.5
"Kentucky",2020-04-20,23.5000000000001,390.5,414,0.2,0.05,0.5
"Kansas",2020-04-20,-130,210,80,0.2,0.05,0.5
"Iowa",2020-04-20,-122.5,224.5,102,0.2,0.05,0.5
"Indiana",2020-04-20,0,718,718,0.2,0.05,0.5
"Illinois",2020-04-20,26.0000000000907,1477.99999999991,1504,0.2,0.05,0.5
"Idaho",2020-04-20,-61.0000000000004,82.0000000000004,21,0.2,0.05,0.5
"Hawaii",2020-04-20,-46,100,54,0.2,0.05,0.5
"Georgia",2020-04-20,4,1129,1133,0.2,0.05,0.5
"Florida",2020-04-20,10.999999999151,2037.00000000085,2048,0.2,0.05,0.5
"Delaware",2020-04-20,-78.500000000022,86.500000000022,8,0.2,0.05,0.5
"Connecticut",2020-04-20,0,1548,1548,0.2,0.05,0.5
"Colorado",2020-04-20,-356,418,62,0.2,0.05,0.5
"California",2020-04-20,-2143,2795,652,0.2,0.05,0.5
"Arkansas",2020-04-20,-183.5,262.5,79,0.2,0.05,0.5
"Arizona",2020-04-20,-452,596,144,0.2,0.05,0.5
"Alaska",2020-04-20,-1.5,121.5,120,0.2,0.05,0.5
"Alabama",2020-04-20,-27,377,350,0.2,0.05,0.5
"Wyoming",2020-04-21,-18,48,30,0.2,0.05,0.5
"Wisconsin",2020-04-21,-105.5,354.5,249,0.2,0.05,0.5
"West Virginia",2020-04-21,-120,212,92,0.2,0.05,0.5
"Washington",2020-04-21,-284.5,378.5,94,0.2,0.05,0.5
"Virginia",2020-04-21,-94.5000000000369,569.500000000037,475,0.2,0.05,0.5
"Vermont",2020-04-21,-31,36,5,0.2,0.05,0.5
"Utah",2020-04-21,-180,233,53,0.2,0.05,0.5
"Texas",2020-04-21,-1882,2499,617,0.2,0.05,0.5
"Tennessee",2020-04-21,-452,652,200,0.2,0.05,0.5
"South Dakota",2020-04-21,-17,64,47,0.2,0.05,0.5
"South Carolina",2020-04-21,-308,422,114,0.2,0.05,0.5
"Rhode Island",2020-04-21,-3.80000000083439,213.800000000834,210,0.2,0.05,0.5
"Pennsylvania",2020-04-21,-980,1214,234,0.2,0.05,0.5
"Oregon",2020-04-21,-181,221,40,0.2,0.05,0.5
"Oklahoma",2020-04-21,-76,312,236,0.2,0.05,0.5
"Ohio",2020-04-21,-995.5,1106.5,111,0.2,0.05,0.5
"North Dakota",2020-04-21,0,150,150,0.2,0.05,0.5
"North Carolina",2020-04-21,-617,784,167,0.2,0.05,0.5
"New York",2020-04-21,-865.999999999852,2791.99999999985,1926,0.2,0.05,0.5
"New Mexico",2020-04-21,-4.19999999999999,214.2,210,0.2,0.05,0.5
"New Jersey",2020-04-21,0,3342,3342,0.2,0.05,0.5
"New Hampshire",2020-04-21,-73,85,12,0.2,0.05,0.5
"Nevada",2020-04-21,0,393,393,0.2,0.05,0.5
"Nebraska",2020-04-21,-65,197,132,0.2,0.05,0.5
"Montana",2020-04-21,-62,68,6,0.2,0.05,0.5
"Missouri",2020-04-21,-493.5,589.5,96,0.2,0.05,0.5
"Mississippi",2020-04-21,-240.5,308.5,68,0.2,0.05,0.5
"Minnesota",2020-04-21,-160,344,184,0.2,0.05,0.5
"Michigan",2020-04-21,-434.999999999345,919.999999999345,485,0.2,0.05,0.5
"Massachusetts",2020-04-21,-8,2593,2585,0.2,0.05,0.5
"Maryland",2020-04-21,0,1044,1044,0.2,0.05,0.5
"Maine",2020-04-21,-45,86,41,0.2,0.05,0.5
"Louisiana",2020-04-21,-429,454,25,0.2,0.05,0.5
"Kentucky",2020-04-21,-5,433,428,0.2,0.05,0.5
"Kansas",2020-04-21,-130,210,80,0.2,0.05,0.5
"Iowa",2020-04-21,-115.5,224.5,109,0.2,0.05,0.5
"Indiana",2020-04-21,-22,718,696,0.2,0.05,0.5
"Illinois",2020-04-21,-70.9999999999093,1477.99999999991,1407,0.2,0.05,0.5
"Idaho",2020-04-21,-62.0000000000004,82.0000000000004,20,0.2,0.05,0.5
"Hawaii",2020-04-21,-53,100,47,0.2,0.05,0.5
"Georgia",2020-04-21,0,1129,1129,0.2,0.05,0.5
"Florida",2020-04-21,0,2095,2095,0.2,0.05,0.5
"Delaware",2020-04-21,-79.500000000022,86.500000000022,7,0.2,0.05,0.5
"Connecticut",2020-04-21,0,1573,1573,0.2,0.05,0.5
"Colorado",2020-04-21,-362,418,56,0.2,0.05,0.5
"California",2020-04-21,-2165,2795,630,0.2,0.05,0.5
"Arkansas",2020-04-21,-181.5,262.5,81,0.2,0.05,0.5
"Arizona",2020-04-21,-449,596,147,0.2,0.05,0.5
"Alaska",2020-04-21,-10.5,121.5,111,0.2,0.05,0.5
"Alabama",2020-04-21,-31,377,346,0.2,0.05,0.5
"Wyoming",2020-04-22,-15,48,33,0.2,0.05,0.5
"Wisconsin",2020-04-22,-118.5,354.5,236,0.2,0.05,0.5
"West Virginia",2020-04-22,-128,212,84,0.2,0.05,0.5
"Washington",2020-04-22,-292.5,378.5,86,0.2,0.05,0.5
"Virginia",2020-04-22,-99.5000000000369,569.500000000037,470,0.2,0.05,0.5
"Vermont",2020-04-22,-32,36,4,0.2,0.05,0.5
"Utah",2020-04-22,-179,233,54,0.2,0.05,0.5
"Texas",2020-04-22,-1882,2499,617,0.2,0.05,0.5
"Tennessee",2020-04-22,-460,652,192,0.2,0.05,0.5
"South Dakota",2020-04-22,-12,64,52,0.2,0.05,0.5
"South Carolina",2020-04-22,-306,422,116,0.2,0.05,0.5
"Rhode Island",2020-04-22,-6.45000000083425,230.450000000834,224,0.2,0.05,0.5
"Pennsylvania",2020-04-22,-992,1214,222,0.2,0.05,0.5
"Oregon",2020-04-22,-181,221,40,0.2,0.05,0.5
"Oklahoma",2020-04-22,-72,312,240,0.2,0.05,0.5
"Ohio",2020-04-22,-1009.5,1106.5,97,0.2,0.05,0.5
"North Dakota",2020-04-22,-6,150,144,0.2,0.05,0.5
"North Carolina",2020-04-22,-632,784,152,0.2,0.05,0.5
"New York",2020-04-22,-1165.99999999985,2791.99999999985,1626,0.2,0.05,0.5
"New Mexico",2020-04-22,-4.19999999999999,214.2,210,0.2,0.05,0.5
"New Jersey",2020-04-22,-301,3342,3041,0.2,0.05,0.5
"New Hampshire",2020-04-22,-74,85,11,0.2,0.05,0.5
"Nevada",2020-04-22,-18,393,375,0.2,0.05,0.5
"Nebraska",2020-04-22,-60,197,137,0.2,0.05,0.5
"Montana",2020-04-22,-62,68,6,0.2,0.05,0.5
"Missouri",2020-04-22,-493.5,589.5,96,0.2,0.05,0.5
"Mississippi",2020-04-22,-241.5,308.5,67,0.2,0.05,0.5
"Minnesota",2020-04-22,-157,344,187,0.2,0.05,0.5
"Michigan",2020-04-22,-516.999999999345,919.999999999345,403,0.2,0.05,0.5
"Massachusetts",2020-04-22,-63,2593,2530,0.2,0.05,0.5
"Maryland",2020-04-22,-35,1044,1009,0.2,0.05,0.5
"Maine",2020-04-22,-48,86,38,0.2,0.05,0.5
"Louisiana",2020-04-22,-435,454,19,0.2,0.05,0.5
"Kentucky",2020-04-22,0,433,433,0.2,0.05,0.5
"Kansas",2020-04-22,-131,210,79,0.2,0.05,0.5
"Iowa",2020-04-22,-112.5,224.5,112,0.2,0.05,0.5
"Indiana",2020-04-22,-63,718,655,0.2,0.05,0.5
"Illinois",2020-04-22,-189.999999999909,1477.99999999991,1288,0.2,0.05,0.5
"Idaho",2020-04-22,-63.0000000000004,82.0000000000004,19,0.2,0.05,0.5
"Hawaii",2020-04-22,-60,100,40,0.2,0.05,0.5
"Georgia",2020-04-22,-26.2,1138.2,1112,0.2,0.05,0.5
"Florida",2020-04-22,-94.9000000000001,2202.9,2108,0.2,0.05,0.5
"Delaware",2020-04-22,-80.500000000022,86.500000000022,6,0.2,0.05,0.5
"Connecticut",2020-04-22,-79.25,1664.25,1585,0.2,0.05,0.5
"Colorado",2020-04-22,-369,418,49,0.2,0.05,0.5
"California",2020-04-22,-2185,2795,610,0.2,0.05,0.5
"Arkansas",2020-04-22,-178.5,262.5,84,0.2,0.05,0.5
"Arizona",2020-04-22,-447,596,149,0.2,0.05,0.5
"Alaska",2020-04-22,-23.5,121.5,98,0.2,0.05,0.5
"Alabama",2020-04-22,-37,377,340,0.2,0.05,0.5
"Wyoming",2020-04-23,-12,48,36,0.2,0.05,0.5
"Wisconsin",2020-04-23,-136.5,354.5,218,0.2,0.05,0.5
"West Virginia",2020-04-23,-137,212,75,0.2,0.05,0.5
"Washington",2020-04-23,-300.5,378.5,78,0.2,0.05,0.5
"Virginia",2020-04-23,-114.500000000037,569.500000000037,455,0.2,0.05,0.5
"Vermont",2020-04-23,-32,36,4,0.2,0.05,0.5
"Utah",2020-04-23,-178,233,55,0.2,0.05,0.5
"Texas",2020-04-23,-1887,2499,612,0.2,0.05,0.5
"Tennessee",2020-04-23,-470,652,182,0.2,0.05,0.5
"South Dakota",2020-04-23,-9,64,55,0.2,0.05,0.5
"South Carolina",2020-04-23,-305,422,117,0.2,0.05,0.5
"Rhode Island",2020-04-23,-28.9,270.9,242,0.2,0.05,0.5
"Pennsylvania",2020-04-23,-1004,1214,210,0.2,0.05,0.5
"Oregon",2020-04-23,-181,221,40,0.2,0.05,0.5
"Oklahoma",2020-04-23,-72,312,240,0.2,0.05,0.5
"Ohio",2020-04-23,-1022.5,1106.5,84,0.2,0.05,0.5
"North Dakota",2020-04-23,-13,150,137,0.2,0.05,0.5
"North Carolina",2020-04-23,-648,784,136,0.2,0.05,0.5
"New York",2020-04-23,-1450.99999999985,2791.99999999985,1341,0.2,0.05,0.5
"New Mexico",2020-04-23,-10.2,214.2,204,0.2,0.05,0.5
"New Jersey",2020-04-23,-639,3342,2703,0.2,0.05,0.5
"New Hampshire",2020-04-23,-75,85,10,0.2,0.05,0.5
"Nevada",2020-04-23,-47,393,346,0.2,0.05,0.5
"Nebraska",2020-04-23,-56,197,141,0.2,0.05,0.5
"Montana",2020-04-23,-63,68,5,0.2,0.05,0.5
"Missouri",2020-04-23,-495.5,589.5,94,0.2,0.05,0.5
"Mississippi",2020-04-23,-242.5,308.5,66,0.2,0.05,0.5
"Minnesota",2020-04-23,-152,344,192,0.2,0.05,0.5
"Michigan",2020-04-23,-590.999999999345,919.999999999345,329,0.2,0.05,0.5
"Massachusetts",2020-04-23,-144,2593,2449,0.2,0.05,0.5
"Maryland",2020-04-23,-91,1044,953,0.2,0.05,0.5
"Maine",2020-04-23,-51,86,35,0.2,0.05,0.5
"Louisiana",2020-04-23,-440,454,14,0.2,0.05,0.5
"Kentucky",2020-04-23,-21.7,455.7,434,0.2,0.05,0.5
"Kansas",2020-04-23,-133,210,77,0.2,0.05,0.5
"Iowa",2020-04-23,-107.5,224.5,117,0.2,0.05,0.5
"Indiana",2020-04-23,-117,718,601,0.2,0.05,0.5
"Illinois",2020-04-23,-334.999999999909,1477.99999999991,1143,0.2,0.05,0.5
"Idaho",2020-04-23,-65.0000000000004,82.0000000000004,17,0.2,0.05,0.5
"Hawaii",2020-04-23,-67,100,33,0.2,0.05,0.5
"Georgia",2020-04-23,-54.2,1138.2,1084,0.2,0.05,0.5
"Florida",2020-04-23,-104.9,2202.9,2098,0.2,0.05,0.5
"Delaware",2020-04-23,-81.500000000022,86.500000000022,5,0.2,0.05,0.5
"Connecticut",2020-04-23,-80.25,1664.25,1584,0.2,0.05,0.5
"Colorado",2020-04-23,-374,418,44,0.2,0.05,0.5
"California",2020-04-23,-2209,2795,586,0.2,0.05,0.5
"Arkansas",2020-04-23,-176.5,262.5,86,0.2,0.05,0.5
"Arizona",2020-04-23,-446,596,150,0.2,0.05,0.5
"Alaska",2020-04-23,-35.5,121.5,86,0.2,0.05,0.5
"Alabama",2020-04-23,-48,377,329,0.2,0.05,0.5
"Wyoming",2020-04-24,-10,48,38,0.2,0.05,0.5
"Wisconsin",2020-04-24,-158.5,354.5,196,0.2,0.05,0.5
"West Virginia",2020-04-24,-146,212,66,0.2,0.05,0.5
"Washington",2020-04-24,-309.5,378.5,69,0.2,0.05,0.5
"Virginia",2020-04-24,-136.500000000037,569.500000000037,433,0.2,0.05,0.5
"Vermont",2020-04-24,-33,36,3,0.2,0.05,0.5
"Utah",2020-04-24,-177,233,56,0.2,0.05,0.5
"Texas",2020-04-24,-1900,2499,599,0.2,0.05,0.5
"Tennessee",2020-04-24,-480,652,172,0.2,0.05,0.5
"South Dakota",2020-04-24,-5,64,59,0.2,0.05,0.5
"South Carolina",2020-04-24,-303,422,119,0.2,0.05,0.5
"Rhode Island",2020-04-24,-12.9,270.9,258,0.2,0.05,0.5
"Pennsylvania",2020-04-24,-1019,1214,195,0.2,0.05,0.5
"Oregon",2020-04-24,-181,221,40,0.2,0.05,0.5
"Oklahoma",2020-04-24,-70,312,242,0.2,0.05,0.5
"Ohio",2020-04-24,-1035.5,1106.5,71,0.2,0.05,0.5
"North Dakota",2020-04-24,-16,150,134,0.2,0.05,0.5
"North Carolina",2020-04-24,-663,784,121,0.2,0.05,0.5
"New York",2020-04-24,-1681.99999999985,2791.99999999985,1110,0.2,0.05,0.5
"New Mexico",2020-04-24,-14.2,214.2,200,0.2,0.05,0.5
"New Jersey",2020-04-24,-975,3342,2367,0.2,0.05,0.5
"New Hampshire",2020-04-24,-76,85,9,0.2,0.05,0.5
"Nevada",2020-04-24,-84,393,309,0.2,0.05,0.5
"Nebraska",2020-04-24,-54,197,143,0.2,0.05,0.5
"Montana",2020-04-24,-63,68,5,0.2,0.05,0.5
"Missouri",2020-04-24,-497.5,589.5,92,0.2,0.05,0.5
"Mississippi",2020-04-24,-244.5,308.5,64,0.2,0.05,0.5
"Minnesota",2020-04-24,-151,344,193,0.2,0.05,0.5
"Michigan",2020-04-24,-654.999999999345,919.999999999345,265,0.2,0.05,0.5
"Massachusetts",2020-04-24,-253,2593,2340,0.2,0.05,0.5
"Maryland",2020-04-24,-172,1044,872,0.2,0.05,0.5
"Maine",2020-04-24,-55,86,31,0.2,0.05,0.5
"Louisiana",2020-04-24,-444,454,10,0.2,0.05,0.5
"Kentucky",2020-04-24,-25.7,455.7,430,0.2,0.05,0.5
"Kansas",2020-04-24,-137,210,73,0.2,0.05,0.5
"Iowa",2020-04-24,-102.5,224.5,122,0.2,0.05,0.5
"Indiana",2020-04-24,-185,718,533,0.2,0.05,0.5
"Illinois",2020-04-24,-477.999999999909,1477.99999999991,1000,0.2,0.05,0.5
"Idaho",2020-04-24,-66.0000000000004,82.0000000000004,16,0.2,0.05,0.5
"Hawaii",2020-04-24,-72,100,28,0.2,0.05,0.5
"Georgia",2020-04-24,-99.2,1138.2,1039,0.2,0.05,0.5
"Florida",2020-04-24,-143.9,2202.9,2059,0.2,0.05,0.5
"Delaware",2020-04-24,-82.500000000022,86.500000000022,4,0.2,0.05,0.5
"Connecticut",2020-04-24,-92.25,1664.25,1572,0.2,0.05,0.5
"Colorado",2020-04-24,-379,418,39,0.2,0.05,0.5
"California",2020-04-24,-2238,2795,557,0.2,0.05,0.5
"Arkansas",2020-04-24,-176.5,262.5,86,0.2,0.05,0.5
"Arizona",2020-04-24,-446,596,150,0.2,0.05,0.5
"Alaska",2020-04-24,-42.5,121.5,79,0.2,0.05,0.5
"Alabama",2020-04-24,-62,377,315,0.2,0.05,0.5
"Wyoming",2020-04-25,-8,48,40,0.2,0.05,0.5
"Wisconsin",2020-04-25,-179.5,354.5,175,0.2,0.05,0.5
"West Virginia",2020-04-25,-155,212,57,0.2,0.05,0.5
"Washington",2020-04-25,-317.5,378.5,61,0.2,0.05,0.5
"Virginia",2020-04-25,-162.500000000037,569.500000000037,407,0.2,0.05,0.5
"Vermont",2020-04-25,-33,36,3,0.2,0.05,0.5
"Utah",2020-04-25,-177,233,56,0.2,0.05,0.5
"Texas",2020-04-25,-1916,2499,583,0.2,0.05,0.5
"Tennessee",2020-04-25,-492,652,160,0.2,0.05,0.5
"South Dakota",2020-04-25,-3.09999999999999,65.1,62,0.2,0.05,0.5
"South Carolina",2020-04-25,-303,422,119,0.2,0.05,0.5
"Rhode Island",2020-04-25,-30.2,298.2,268,0.2,0.05,0.5
"Pennsylvania",2020-04-25,-1032,1214,182,0.2,0.05,0.5
"Oregon",2020-04-25,-182,221,39,0.2,0.05,0.5
"Oklahoma",2020-04-25,-71,312,241,0.2,0.05,0.5
"Ohio",2020-04-25,-1046.5,1106.5,60,0.2,0.05,0.5
"North Dakota",2020-04-25,-19,150,131,0.2,0.05,0.5
"North Carolina",2020-04-25,-678,784,106,0.2,0.05,0.5
"New York",2020-04-25,-1891.99999999985,2791.99999999985,900,0.2,0.05,0.5
"New Mexico",2020-04-25,-19.2,214.2,195,0.2,0.05,0.5
"New Jersey",2020-04-25,-1282,3342,2060,0.2,0.05,0.5
"New Hampshire",2020-04-25,-77,85,8,0.2,0.05,0.5
"Nevada",2020-04-25,-120,393,273,0.2,0.05,0.5
"Nebraska",2020-04-25,-53,197,144,0.2,0.05,0.5
"Montana",2020-04-25,-64,68,4,0.2,0.05,0.5
"Missouri",2020-04-25,-500.5,589.5,89,0.2,0.05,0.5
"Mississippi",2020-04-25,-246.5,308.5,62,0.2,0.05,0.5
"Minnesota",2020-04-25,-150,344,194,0.2,0.05,0.5
"Michigan",2020-04-25,-710.999999999345,919.999999999345,209,0.2,0.05,0.5
"Massachusetts",2020-04-25,-371,2593,2222,0.2,0.05,0.5
"Maryland",2020-04-25,-259,1044,785,0.2,0.05,0.5
"Maine",2020-04-25,-58,86,28,0.2,0.05,0.5
"Louisiana",2020-04-25,-446,454,8,0.2,0.05,0.5
"Kentucky",2020-04-25,-35.7,455.7,420,0.2,0.05,0.5
"Kansas",2020-04-25,-139,210,71,0.2,0.05,0.5
"Iowa",2020-04-25,-98.4999999999999,224.5,126,0.2,0.05,0.5
"Indiana",2020-04-25,-256,718,462,0.2,0.05,0.5
"Illinois",2020-04-25,-622.999999999909,1477.99999999991,855,0.2,0.05,0.5
"Idaho",2020-04-25,-68.0000000000004,82.0000000000004,14,0.2,0.05,0.5
"Hawaii",2020-04-25,-77,100,23,0.2,0.05,0.5
"Georgia",2020-04-25,-146.2,1138.2,992,0.2,0.05,0.5
"Florida",2020-04-25,-203.9,2202.9,1999,0.2,0.05,0.5
"Delaware",2020-04-25,-83.500000000022,86.500000000022,3,0.2,0.05,0.5
"Connecticut",2020-04-25,-121.25,1664.25,1543,0.2,0.05,0.5
"Colorado",2020-04-25,-384,418,34,0.2,0.05,0.5
"California",2020-04-25,-2269,2795,526,0.2,0.05,0.5
"Arkansas",2020-04-25,-174.5,262.5,88,0.2,0.05,0.5
"Arizona",2020-04-25,-446,596,150,0.2,0.05,0.5
"Alaska",2020-04-25,-49.5,121.5,72,0.2,0.05,0.5
"Alabama",2020-04-25,-78,377,299,0.2,0.05,0.5
"Wyoming",2020-04-26,-7,48,41,0.2,0.05,0.5
"Wisconsin",2020-04-26,-202.5,354.5,152,0.2,0.05,0.5
"West Virginia",2020-04-26,-163,212,49,0.2,0.05,0.5
"Washington",2020-04-26,-325.5,378.5,53,0.2,0.05,0.5
"Virginia",2020-04-26,-187.500000000037,569.500000000037,382,0.2,0.05,0.5
"Vermont",2020-04-26,-34,36,2,0.2,0.05,0.5
"Utah",2020-04-26,-177,233,56,0.2,0.05,0.5
"Texas",2020-04-26,-1933,2499,566,0.2,0.05,0.5
"Tennessee",2020-04-26,-505,652,147,0.2,0.05,0.5
"South Dakota",2020-04-26,-3.15000000000001,66.15,63,0.2,0.05,0.5
"South Carolina",2020-04-26,-303,422,119,0.2,0.05,0.5
"Rhode Island",2020-04-26,-26.2,298.2,272,0.2,0.05,0.5
"Pennsylvania",2020-04-26,-1047,1214,167,0.2,0.05,0.5
"Oregon",2020-04-26,-182,221,39,0.2,0.05,0.5
"Oklahoma",2020-04-26,-74,312,238,0.2,0.05,0.5
"Ohio",2020-04-26,-1056.5,1106.5,50,0.2,0.05,0.5
"North Dakota",2020-04-26,-21,150,129,0.2,0.05,0.5
"North Carolina",2020-04-26,-693,784,91,0.2,0.05,0.5
"New York",2020-04-26,-2070.99999999985,2791.99999999985,721,0.2,0.05,0.5
"New Mexico",2020-04-26,-27.2,214.2,187,0.2,0.05,0.5
"New Jersey",2020-04-26,-1586,3342,1756,0.2,0.05,0.5
"New Hampshire",2020-04-26,-78,85,7,0.2,0.05,0.5
"Nevada",2020-04-26,-153,393,240,0.2,0.05,0.5
"Nebraska",2020-04-26,-53,197,144,0.2,0.05,0.5
"Montana",2020-04-26,-64,68,4,0.2,0.05,0.5
"Missouri",2020-04-26,-503.5,589.5,86,0.2,0.05,0.5
"Mississippi",2020-04-26,-249.5,308.5,59,0.2,0.05,0.5
"Minnesota",2020-04-26,-151,344,193,0.2,0.05,0.5
"Michigan",2020-04-26,-754.999999999345,919.999999999345,165,0.2,0.05,0.5
"Massachusetts",2020-04-26,-502,2593,2091,0.2,0.05,0.5
"Maryland",2020-04-26,-351,1044,693,0.2,0.05,0.5
"Maine",2020-04-26,-62,86,24,0.2,0.05,0.5
"Louisiana",2020-04-26,-449,454,5,0.2,0.05,0.5
"Kentucky",2020-04-26,-46.7,455.7,409,0.2,0.05,0.5
"Kansas",2020-04-26,-141,210,69,0.2,0.05,0.5
"Iowa",2020-04-26,-97.4999999999999,224.5,127,0.2,0.05,0.5
"Indiana",2020-04-26,-325,718,393,0.2,0.05,0.5
"Illinois",2020-04-26,-755.999999999909,1477.99999999991,722,0.2,0.05,0.5
"Idaho",2020-04-26,-69.0000000000004,82.0000000000004,13,0.2,0.05,0.5
"Hawaii",2020-04-26,-82,100,18,0.2,0.05,0.5
"Georgia",2020-04-26,-199.2,1138.2,939,0.2,0.05,0.5
"Florida",2020-04-26,-266.9,2202.9,1936,0.2,0.05,0.5
"Delaware",2020-04-26,-83.500000000022,86.500000000022,3,0.2,0.05,0.5
"Connecticut",2020-04-26,-147.25,1664.25,1517,0.2,0.05,0.5
"Colorado",2020-04-26,-388,418,30,0.2,0.05,0.5
"California",2020-04-26,-2303,2795,492,0.2,0.05,0.5
"Arkansas",2020-04-26,-174.5,262.5,88,0.2,0.05,0.5
"Arizona",2020-04-26,-447,596,149,0.2,0.05,0.5
"Alaska",2020-04-26,-54.5,121.5,67,0.2,0.05,0.5
"Alabama",2020-04-26,-102,377,275,0.2,0.05,0.5
"Wyoming",2020-04-27,-5,48,43,0.2,0.05,0.5
"Wisconsin",2020-04-27,-224.5,354.5,130,0.2,0.05,0.5
"West Virginia",2020-04-27,-169,212,43,0.2,0.05,0.5
"Washington",2020-04-27,-332.5,378.5,46,0.2,0.05,0.5
"Virginia",2020-04-27,-210.500000000037,569.500000000037,359,0.2,0.05,0.5
"Vermont",2020-04-27,-34,36,2,0.2,0.05,0.5
"Utah",2020-04-27,-178,233,55,0.2,0.05,0.5
"Texas",2020-04-27,-1952,2499,547,0.2,0.05,0.5
"Tennessee",2020-04-27,-520,652,132,0.2,0.05,0.5
"South Dakota",2020-04-27,-3.15000000000001,66.15,63,0.2,0.05,0.5
"South Carolina",2020-04-27,-304,422,118,0.2,0.05,0.5
"Rhode Island",2020-04-27,-14.2,298.2,284,0.2,0.05,0.5
"Pennsylvania",2020-04-27,-1061,1214,153,0.2,0.05,0.5
"Oregon",2020-04-27,-183,221,38,0.2,0.05,0.5
"Oklahoma",2020-04-27,-78,312,234,0.2,0.05,0.5
"Ohio",2020-04-27,-1064.5,1106.5,42,0.2,0.05,0.5
"North Dakota",2020-04-27,-22,150,128,0.2,0.05,0.5
"North Carolina",2020-04-27,-706,784,78,0.2,0.05,0.5
"New York",2020-04-27,-2222.99999999985,2791.99999999985,569,0.2,0.05,0.5
"New Mexico",2020-04-27,-36.2,214.2,178,0.2,0.05,0.5
"New Jersey",2020-04-27,-1880,3342,1462,0.2,0.05,0.5
"New Hampshire",2020-04-27,-79,85,6,0.2,0.05,0.5
"Nevada",2020-04-27,-189,393,204,0.2,0.05,0.5
"Nebraska",2020-04-27,-54,197,143,0.2,0.05,0.5
"Montana",2020-04-27,-65,68,3,0.2,0.05,0.5
"Missouri",2020-04-27,-506.5,589.5,83,0.2,0.05,0.5
"Mississippi",2020-04-27,-251.5,308.5,57,0.2,0.05,0.5
"Minnesota",2020-04-27,-157,344,187,0.2,0.05,0.5
"Michigan",2020-04-27,-792.999999999345,919.999999999345,127,0.2,0.05,0.5
"Massachusetts",2020-04-27,-652,2593,1941,0.2,0.05,0.5
"Maryland",2020-04-27,-440,1044,604,0.2,0.05,0.5
"Maine",2020-04-27,-65,86,21,0.2,0.05,0.5
"Louisiana",2020-04-27,-450,454,4,0.2,0.05,0.5
"Kentucky",2020-04-27,-55.7,455.7,400,0.2,0.05,0.5
"Kansas",2020-04-27,-144,210,66,0.2,0.05,0.5
"Iowa",2020-04-27,-98.4999999999999,224.5,126,0.2,0.05,0.5
"Indiana",2020-04-27,-394,718,324,0.2,0.05,0.5
"Illinois",2020-04-27,-872.999999999909,1477.99999999991,605,0.2,0.05,0.5
"Idaho",2020-04-27,-71.0000000000004,82.0000000000004,11,0.2,0.05,0.5
"Hawaii",2020-04-27,-86,100,14,0.2,0.05,0.5
"Georgia",2020-04-27,-254.2,1138.2,884,0.2,0.05,0.5
"Florida",2020-04-27,-333.9,2202.9,1869,0.2,0.05,0.5
"Delaware",2020-04-27,-84.500000000022,86.500000000022,2,0.2,0.05,0.5
"Connecticut",2020-04-27,-181.25,1664.25,1483,0.2,0.05,0.5
"Colorado",2020-04-27,-392,418,26,0.2,0.05,0.5
"California",2020-04-27,-2336,2795,459,0.2,0.05,0.5
