"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Oklahoma",2020-04-29,0,390.5,41,0.2,0,0.75
"Oregon",2020-04-29,0,277,21,0.2,0,0.75
"Pennsylvania",2020-04-29,0,1214.5,1009,0.2,0,0.75
"Rhode Island",2020-04-29,0,78.5,30,0.2,0,0.75
"South Carolina",2020-04-29,0,422,152,0.2,0,0.75
"South Dakota",2020-04-29,0,81,12,0.2,0,0.75
"Tennessee",2020-04-29,0,816,154,0.2,0,0.75
"Texas",2020-04-29,0,3124.5,404,0.2,0,0.75
"Utah",2020-04-29,0,291.5,60,0.2,0,0.75
"Vermont",2020-04-29,0,36,7,0.2,0,0.75
"Virginia",2020-04-29,0,569.5,135,0.2,0,0.75
"Washington",2020-04-29,0,473.5,80,0.2,0,0.75
"West Virginia",2020-04-29,0,212,14,0.2,0,0.75
"Wisconsin",2020-04-29,0,442.5,52,0.2,0,0.75
"Wyoming",2020-04-29,0,60,4,0.2,0,0.75
"Alabama",2020-04-30,0,472,43,0.2,0,0.75
"Alaska",2020-04-30,0,53.5,3,0.2,0,0.75
"Arizona",2020-04-30,0,745.5,56,0.2,0,0.75
"Arkansas",2020-04-30,0,327.5,8,0.2,0,0.75
"California",2020-04-30,0,3494,519,0.2,0,0.75
"Colorado",2020-04-30,0,522.5,94,0.2,0,0.75
"Connecticut",2020-04-30,0,336,307,0.2,0,0.75
"Delaware",2020-04-30,0,86.5,30,0.2,0,0.75
"Florida",2020-04-30,0,2460,557,0.2,0,0.75
"Georgia",2020-04-30,0,1147,240,0.2,0,0.75
"Hawaii",2020-04-30,0,125.5,6,0.2,0,0.75
"Idaho",2020-04-30,0,103.5,52,0.2,0,0.75
"Illinois",2020-04-30,0,1141,353,0.2,0,0.75
"Indiana",2020-04-30,0,764,225,0.2,0,0.75
"Iowa",2020-04-30,0,280.5,22,0.2,0,0.75
"Kansas",2020-04-30,0,262.5,12,0.2,0,0.75
"Kentucky",2020-04-30,0,488.5,20,0.2,0,0.75
"Louisiana",2020-04-30,0,801.5,737,0.2,0,0.75
"Maine",2020-04-30,0,86.5,10,0.2,0,0.75
"Maryland",2020-04-30,0,399,177,0.2,0,0.75
"Massachusetts",2020-04-30,0,592,334,0.2,0,0.75
"Michigan",2020-04-30,0,746,589,0.2,0,0.75
"Minnesota",2020-04-30,0,431,10,0.2,0,0.75
"Mississippi",2020-04-30,0,337.5,58,0.2,0,0.75
"Missouri",2020-04-30,0,736.5,153,0.2,0,0.75
"Montana",2020-04-30,0,85.5,6,0.2,0,0.75
"Nebraska",2020-04-30,0,247,8,0.2,0,0.75
"Nevada",2020-04-30,0,429.5,35,0.2,0,0.75
"New Hampshire",2020-04-30,0,85,21,0.2,0,0.75
"New Jersey",2020-04-30,0,2026,1921,0.2,0,0.75
"New Mexico",2020-04-30,0,186.5,12,0.2,0,0.75
"New York",2020-04-30,0,3731,2995,0.2,0,0.75
"North Carolina",2020-04-30,0,784,100,0.2,0,0.75
"North Dakota",2020-04-30,0,102,23,0.2,0,0.75
"Ohio",2020-04-30,0,1106.5,113,0.2,0,0.75
"Oklahoma",2020-04-30,0,390.5,40,0.2,0,0.75
"Oregon",2020-04-30,0,277,20,0.2,0,0.75
"Pennsylvania",2020-04-30,0,1214.5,1004,0.2,0,0.75
"Rhode Island",2020-04-30,0,78.5,29,0.2,0,0.75
"South Carolina",2020-04-30,0,422,153,0.2,0,0.75
"South Dakota",2020-04-30,0,81,11,0.2,0,0.75
"Tennessee",2020-04-30,0,816,153,0.2,0,0.75
"Texas",2020-04-30,0,3124.5,402,0.2,0,0.75
"Utah",2020-04-30,0,291.5,59,0.2,0,0.75
"Vermont",2020-04-30,0,36,7,0.2,0,0.75
"Virginia",2020-04-30,0,569.5,133,0.2,0,0.75
"Washington",2020-04-30,0,473.5,76,0.2,0,0.75
"West Virginia",2020-04-30,0,212,14,0.2,0,0.75
"Wisconsin",2020-04-30,0,442.5,51,0.2,0,0.75
"Wyoming",2020-04-30,0,60,4,0.2,0,0.75
"US",2020-04-09,1583,31235,10243,0.2,0,0.75
"US",2020-04-10,1772,31235,10743,0.2,0,0.75
"US",2020-04-11,1957.5,31235,11210,0.2,0,0.75
"US",2020-04-12,148,33236,11633,0.2,0,0.75
"US",2020-04-13,0,33573,12015,0.2,0,0.75
"US",2020-04-14,0,33880,12351,0.2,0,0.75
"US",2020-04-15,0,34212,12644,0.2,0,0.75
"US",2020-04-16,0,34212,12880,0.2,0,0.75
"US",2020-04-17,0,34212,13078,0.2,0,0.75
"US",2020-04-18,0,34212,13222,0.2,0,0.75
"US",2020-04-19,0,34212,13328,0.2,0,0.75
"US",2020-04-20,0,34212,13388,0.2,0,0.75
"US",2020-04-21,0,34212,13400,0.2,0,0.75
"US",2020-04-22,0,34212,13373,0.2,0,0.75
"US",2020-04-23,0,34212,13311,0.2,0,0.75
"US",2020-04-24,0,34212,13213,0.2,0,0.75
"US",2020-04-25,0,34212,13078,0.2,0,0.75
"US",2020-04-26,0,34212,12918,0.2,0,0.75
"US",2020-04-27,0,34212,12724,0.2,0,0.75
"US",2020-04-28,0,34212,12506,0.2,0,0.75
"US",2020-04-29,0,34212,12269,0.2,0,0.75
"US",2020-04-30,0,34212,12005,0.2,0,0.75
"Alabama",2020-04-09,0,472,50,0.2,0,0.9
"Alaska",2020-04-09,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-09,0,745.5,65,0.2,0,0.9
"Arkansas",2020-04-09,0,327.5,17,0.2,0,0.9
"California",2020-04-09,0,3494,452,0.2,0,0.9
"Colorado",2020-04-09,0,522.5,128,0.2,0,0.9
"Connecticut",2020-04-09,0,336,220,0.2,0,0.9
"Delaware",2020-04-09,0,86.5,23,0.2,0,0.9
"Florida",2020-04-09,0,2460,422,0.2,0,0.9
"Georgia",2020-04-09,0,1147,229,0.2,0,0.9
"Hawaii",2020-04-09,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-09,0,103.5,41,0.2,0,0.9
"Illinois",2020-04-09,0,1141,352,0.2,0,0.9
"Indiana",2020-04-09,0,764,165,0.2,0,0.9
"Iowa",2020-04-09,0,280.5,25,0.2,0,0.9
"Kansas",2020-04-09,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-09,0,488.5,27,0.2,0,0.9
"Louisiana",2020-04-09,0,568.5,503,0.2,0,0.9
"Maine",2020-04-09,0,86.5,12,0.2,0,0.9
"Maryland",2020-04-09,0,399,125,0.2,0,0.9
"Massachusetts",2020-04-09,0,592,393,0.2,0,0.9
"Michigan",2020-04-09,0,746,527,0.2,0,0.9
"Minnesota",2020-04-09,0,431,19,0.2,0,0.9
"Mississippi",2020-04-09,0,337.5,46,0.2,0,0.9
"Missouri",2020-04-09,0,736.5,88,0.2,0,0.9
"Montana",2020-04-09,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-09,0,247,12,0.2,0,0.9
"Nevada",2020-04-09,0,429.5,49,0.2,0,0.9
"New Hampshire",2020-04-09,0,85,19,0.2,0,0.9
"New Jersey",2020-04-09,542,751,1293,0.2,0,0.9
"New Mexico",2020-04-09,0,186.5,17,0.2,0,0.9
"New York",2020-04-09,1041,2262,3303,0.2,0,0.9
"North Carolina",2020-04-09,0,784,84,0.2,0,0.9
"North Dakota",2020-04-09,0,102,7,0.2,0,0.9
"Ohio",2020-04-09,0,1106.5,122,0.2,0,0.9
"Oklahoma",2020-04-09,0,390.5,39,0.2,0,0.9
"Oregon",2020-04-09,0,277,26,0.2,0,0.9
"Pennsylvania",2020-04-09,0,1214.5,474,0.2,0,0.9
"Rhode Island",2020-04-09,0,78.5,31,0.2,0,0.9
"South Carolina",2020-04-09,0,422,70,0.2,0,0.9
"South Dakota",2020-04-09,0,81,10,0.2,0,0.9
"Tennessee",2020-04-09,0,816,105,0.2,0,0.9
"Texas",2020-04-09,0,3124.5,242,0.2,0,0.9
"Utah",2020-04-09,0,291.5,46,0.2,0,0.9
"Vermont",2020-04-09,0,36,11,0.2,0,0.9
"Virginia",2020-04-09,0,569.5,91,0.2,0,0.9
"Washington",2020-04-09,0,473.5,144,0.2,0,0.9
"West Virginia",2020-04-09,0,212,11,0.2,0,0.9
"Wisconsin",2020-04-09,0,442.5,59,0.2,0,0.9
"Wyoming",2020-04-09,0,60,6,0.2,0,0.9
"Alabama",2020-04-10,0,472,51,0.2,0,0.9
"Alaska",2020-04-10,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-10,0,745.5,67,0.2,0,0.9
"Arkansas",2020-04-10,0,327.5,17,0.2,0,0.9
"California",2020-04-10,0,3494,473,0.2,0,0.9
"Colorado",2020-04-10,0,522.5,131,0.2,0,0.9
"Connecticut",2020-04-10,0,336,236,0.2,0,0.9
"Delaware",2020-04-10,0,86.5,24,0.2,0,0.9
"Florida",2020-04-10,0,2460,447,0.2,0,0.9
"Georgia",2020-04-10,0,1147,240,0.2,0,0.9
"Hawaii",2020-04-10,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-10,0,103.5,43,0.2,0,0.9
"Illinois",2020-04-10,0,1141,368,0.2,0,0.9
"Indiana",2020-04-10,0,764,177,0.2,0,0.9
"Iowa",2020-04-10,0,280.5,26,0.2,0,0.9
"Kansas",2020-04-10,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-10,0,488.5,27,0.2,0,0.9
"Louisiana",2020-04-10,0,568.5,543,0.2,0,0.9
"Maine",2020-04-10,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-10,0,399,133,0.2,0,0.9
"Massachusetts",2020-04-10,0,592,407,0.2,0,0.9
"Michigan",2020-04-10,0,746,558,0.2,0,0.9
"Minnesota",2020-04-10,0,431,19,0.2,0,0.9
"Mississippi",2020-04-10,0,337.5,48,0.2,0,0.9
"Missouri",2020-04-10,0,736.5,94,0.2,0,0.9
"Montana",2020-04-10,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-10,0,247,12,0.2,0,0.9
"Nevada",2020-04-10,0,429.5,50,0.2,0,0.9
"New Hampshire",2020-04-10,0,85,20,0.2,0,0.9
"New Jersey",2020-04-10,630,751,1381,0.2,0,0.9
"New Mexico",2020-04-10,0,186.5,18,0.2,0,0.9
"New York",2020-04-10,1142,2262,3404,0.2,0,0.9
"North Carolina",2020-04-10,0,784,88,0.2,0,0.9
"North Dakota",2020-04-10,0,102,8,0.2,0,0.9
"Ohio",2020-04-10,0,1106.5,127,0.2,0,0.9
"Oklahoma",2020-04-10,0,390.5,41,0.2,0,0.9
"Oregon",2020-04-10,0,277,27,0.2,0,0.9
"Pennsylvania",2020-04-10,0,1214.5,520,0.2,0,0.9
"Rhode Island",2020-04-10,0,78.5,32,0.2,0,0.9
"South Carolina",2020-04-10,0,422,76,0.2,0,0.9
"South Dakota",2020-04-10,0,81,10,0.2,0,0.9
"Tennessee",2020-04-10,0,816,110,0.2,0,0.9
"Texas",2020-04-10,0,3124.5,258,0.2,0,0.9
"Utah",2020-04-10,0,291.5,48,0.2,0,0.9
"Vermont",2020-04-10,0,36,11,0.2,0,0.9
"Virginia",2020-04-10,0,569.5,96,0.2,0,0.9
"Washington",2020-04-10,0,473.5,143,0.2,0,0.9
"West Virginia",2020-04-10,0,212,12,0.2,0,0.9
"Wisconsin",2020-04-10,0,442.5,60,0.2,0,0.9
"Wyoming",2020-04-10,0,60,6,0.2,0,0.9
"Alabama",2020-04-11,0,472,52,0.2,0,0.9
"Alaska",2020-04-11,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-11,0,745.5,68,0.2,0,0.9
"Arkansas",2020-04-11,0,327.5,17,0.2,0,0.9
"California",2020-04-11,0,3494,493,0.2,0,0.9
"Colorado",2020-04-11,0,522.5,133,0.2,0,0.9
"Connecticut",2020-04-11,0,336,251,0.2,0,0.9
"Delaware",2020-04-11,0,86.5,25,0.2,0,0.9
"Florida",2020-04-11,0,2460,471,0.2,0,0.9
"Georgia",2020-04-11,0,1147,250,0.2,0,0.9
"Hawaii",2020-04-11,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-11,0,103.5,46,0.2,0,0.9
"Illinois",2020-04-11,0,1141,382,0.2,0,0.9
"Indiana",2020-04-11,0,764,189,0.2,0,0.9
"Iowa",2020-04-11,0,280.5,26,0.2,0,0.9
"Kansas",2020-04-11,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-11,0,488.5,27,0.2,0,0.9
"Louisiana",2020-04-11,11.5,568.5,580,0.2,0,0.9
"Maine",2020-04-11,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-11,0,399,141,0.2,0,0.9
"Massachusetts",2020-04-11,0,592,420,0.2,0,0.9
"Michigan",2020-04-11,0,746,586,0.2,0,0.9
"Minnesota",2020-04-11,0,431,19,0.2,0,0.9
"Mississippi",2020-04-11,0,337.5,50,0.2,0,0.9
"Missouri",2020-04-11,0,736.5,100,0.2,0,0.9
"Montana",2020-04-11,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-11,0,247,12,0.2,0,0.9
"Nevada",2020-04-11,0,429.5,51,0.2,0,0.9
"New Hampshire",2020-04-11,0,85,21,0.2,0,0.9
"New Jersey",2020-04-11,716,751,1467,0.2,0,0.9
"New Mexico",2020-04-11,0,186.5,18,0.2,0,0.9
"New York",2020-04-11,1230,2262,3492,0.2,0,0.9
"North Carolina",2020-04-11,0,784,92,0.2,0,0.9
"North Dakota",2020-04-11,0,102,9,0.2,0,0.9
"Ohio",2020-04-11,0,1106.5,131,0.2,0,0.9
"Oklahoma",2020-04-11,0,390.5,43,0.2,0,0.9
"Oregon",2020-04-11,0,277,27,0.2,0,0.9
"Pennsylvania",2020-04-11,0,1214.5,566,0.2,0,0.9
"Rhode Island",2020-04-11,0,78.5,33,0.2,0,0.9
"South Carolina",2020-04-11,0,422,81,0.2,0,0.9
"South Dakota",2020-04-11,0,81,11,0.2,0,0.9
"Tennessee",2020-04-11,0,816,116,0.2,0,0.9
"Texas",2020-04-11,0,3124.5,273,0.2,0,0.9
"Utah",2020-04-11,0,291.5,50,0.2,0,0.9
"Vermont",2020-04-11,0,36,11,0.2,0,0.9
"Virginia",2020-04-11,0,569.5,102,0.2,0,0.9
"Washington",2020-04-11,0,473.5,142,0.2,0,0.9
"West Virginia",2020-04-11,0,212,13,0.2,0,0.9
"Wisconsin",2020-04-11,0,442.5,61,0.2,0,0.9
"Wyoming",2020-04-11,0,60,6,0.2,0,0.9
"Alabama",2020-04-12,0,472,53,0.2,0,0.9
"Alaska",2020-04-12,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-12,0,745.5,70,0.2,0,0.9
"Arkansas",2020-04-12,0,327.5,16,0.2,0,0.9
"California",2020-04-12,0,3494,511,0.2,0,0.9
"Colorado",2020-04-12,0,522.5,134,0.2,0,0.9
"Connecticut",2020-04-12,0,336,265,0.2,0,0.9
"Delaware",2020-04-12,0,86.5,26,0.2,0,0.9
"Florida",2020-04-12,0,2460,494,0.2,0,0.9
"Georgia",2020-04-12,0,1147,260,0.2,0,0.9
"Hawaii",2020-04-12,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-12,0,103.5,48,0.2,0,0.9
"Illinois",2020-04-12,0,1141,394,0.2,0,0.9
"Indiana",2020-04-12,0,764,200,0.2,0,0.9
"Iowa",2020-04-12,0,280.5,27,0.2,0,0.9
"Kansas",2020-04-12,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-12,0,488.5,28,0.2,0,0.9
"Louisiana",2020-04-12,0,616.5,616,0.2,0,0.9
"Maine",2020-04-12,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-12,0,399,148,0.2,0,0.9
"Massachusetts",2020-04-12,0,592,429,0.2,0,0.9
"Michigan",2020-04-12,0,746,611,0.2,0,0.9
"Minnesota",2020-04-12,0,431,19,0.2,0,0.9
"Mississippi",2020-04-12,0,337.5,51,0.2,0,0.9
"Missouri",2020-04-12,0,736.5,106,0.2,0,0.9
"Montana",2020-04-12,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-12,0,247,13,0.2,0,0.9
"Nevada",2020-04-12,0,429.5,51,0.2,0,0.9
"New Hampshire",2020-04-12,0,85,21,0.2,0,0.9
"New Jersey",2020-04-12,46,1502,1548,0.2,0,0.9
"New Mexico",2020-04-12,0,186.5,18,0.2,0,0.9
"New York",2020-04-12,34,3532,3566,0.2,0,0.9
"North Carolina",2020-04-12,0,784,96,0.2,0,0.9
"North Dakota",2020-04-12,0,102,9,0.2,0,0.9
"Ohio",2020-04-12,0,1106.5,134,0.2,0,0.9
"Oklahoma",2020-04-12,0,390.5,44,0.2,0,0.9
"Oregon",2020-04-12,0,277,28,0.2,0,0.9
"Pennsylvania",2020-04-12,0,1214.5,611,0.2,0,0.9
"Rhode Island",2020-04-12,0,78.5,34,0.2,0,0.9
"South Carolina",2020-04-12,0,422,87,0.2,0,0.9
"South Dakota",2020-04-12,0,81,11,0.2,0,0.9
"Tennessee",2020-04-12,0,816,120,0.2,0,0.9
"Texas",2020-04-12,0,3124.5,288,0.2,0,0.9
"Utah",2020-04-12,0,291.5,52,0.2,0,0.9
"Vermont",2020-04-12,0,36,11,0.2,0,0.9
"Virginia",2020-04-12,0,569.5,107,0.2,0,0.9
"Washington",2020-04-12,0,473.5,141,0.2,0,0.9
"West Virginia",2020-04-12,0,212,13,0.2,0,0.9
"Wisconsin",2020-04-12,0,442.5,62,0.2,0,0.9
"Wyoming",2020-04-12,0,60,6,0.2,0,0.9
"Alabama",2020-04-13,0,472,53,0.2,0,0.9
"Alaska",2020-04-13,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-13,0,745.5,71,0.2,0,0.9
"Arkansas",2020-04-13,0,327.5,16,0.2,0,0.9
"California",2020-04-13,0,3494,527,0.2,0,0.9
"Colorado",2020-04-13,0,522.5,135,0.2,0,0.9
"Connecticut",2020-04-13,0,336,278,0.2,0,0.9
"Delaware",2020-04-13,0,86.5,27,0.2,0,0.9
"Florida",2020-04-13,0,2460,514,0.2,0,0.9
"Georgia",2020-04-13,0,1147,267,0.2,0,0.9
"Hawaii",2020-04-13,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-13,0,103.5,50,0.2,0,0.9
"Illinois",2020-04-13,0,1141,405,0.2,0,0.9
"Indiana",2020-04-13,0,764,210,0.2,0,0.9
"Iowa",2020-04-13,0,280.5,27,0.2,0,0.9
"Kansas",2020-04-13,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-13,0,488.5,28,0.2,0,0.9
"Louisiana",2020-04-13,0,705.5,649,0.2,0,0.9
"Maine",2020-04-13,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-13,0,399,155,0.2,0,0.9
"Massachusetts",2020-04-13,0,592,437,0.2,0,0.9
"Michigan",2020-04-13,0,746,633,0.2,0,0.9
"Minnesota",2020-04-13,0,431,18,0.2,0,0.9
"Mississippi",2020-04-13,0,337.5,53,0.2,0,0.9
"Missouri",2020-04-13,0,736.5,112,0.2,0,0.9
"Montana",2020-04-13,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-13,0,247,13,0.2,0,0.9
"Nevada",2020-04-13,0,429.5,52,0.2,0,0.9
"New Hampshire",2020-04-13,0,85,22,0.2,0,0.9
"New Jersey",2020-04-13,0,1624,1624,0.2,0,0.9
"New Mexico",2020-04-13,0,186.5,18,0.2,0,0.9
"New York",2020-04-13,0,3726,3626,0.2,0,0.9
"North Carolina",2020-04-13,0,784,99,0.2,0,0.9
"North Dakota",2020-04-13,0,102,10,0.2,0,0.9
"Ohio",2020-04-13,0,1106.5,137,0.2,0,0.9
"Oklahoma",2020-04-13,0,390.5,46,0.2,0,0.9
"Oregon",2020-04-13,0,277,28,0.2,0,0.9
"Pennsylvania",2020-04-13,0,1214.5,656,0.2,0,0.9
"Rhode Island",2020-04-13,0,78.5,35,0.2,0,0.9
"South Carolina",2020-04-13,0,422,92,0.2,0,0.9
"South Dakota",2020-04-13,0,81,12,0.2,0,0.9
"Tennessee",2020-04-13,0,816,125,0.2,0,0.9
"Texas",2020-04-13,0,3124.5,302,0.2,0,0.9
"Utah",2020-04-13,0,291.5,53,0.2,0,0.9
"Vermont",2020-04-13,0,36,11,0.2,0,0.9
"Virginia",2020-04-13,0,569.5,112,0.2,0,0.9
"Washington",2020-04-13,0,473.5,139,0.2,0,0.9
"West Virginia",2020-04-13,0,212,13,0.2,0,0.9
"Wisconsin",2020-04-13,0,442.5,63,0.2,0,0.9
"Wyoming",2020-04-13,0,60,6,0.2,0,0.9
"Alabama",2020-04-14,0,472,54,0.2,0,0.9
"Alaska",2020-04-14,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-14,0,745.5,72,0.2,0,0.9
"Arkansas",2020-04-14,0,327.5,15,0.2,0,0.9
"California",2020-04-14,0,3494,541,0.2,0,0.9
"Colorado",2020-04-14,0,522.5,136,0.2,0,0.9
"Connecticut",2020-04-14,0,336,290,0.2,0,0.9
"Delaware",2020-04-14,0,86.5,28,0.2,0,0.9
"Florida",2020-04-14,0,2460,533,0.2,0,0.9
"Georgia",2020-04-14,0,1147,274,0.2,0,0.9
"Hawaii",2020-04-14,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-14,0,103.5,52,0.2,0,0.9
"Illinois",2020-04-14,0,1141,413,0.2,0,0.9
"Indiana",2020-04-14,0,764,219,0.2,0,0.9
"Iowa",2020-04-14,0,280.5,27,0.2,0,0.9
"Kansas",2020-04-14,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-14,0,488.5,28,0.2,0,0.9
"Louisiana",2020-04-14,0,750.5,679,0.2,0,0.9
"Maine",2020-04-14,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-14,0,399,161,0.2,0,0.9
"Massachusetts",2020-04-14,0,592,442,0.2,0,0.9
"Michigan",2020-04-14,0,746,652,0.2,0,0.9
"Minnesota",2020-04-14,0,431,18,0.2,0,0.9
"Mississippi",2020-04-14,0,337.5,54,0.2,0,0.9
"Missouri",2020-04-14,0,736.5,117,0.2,0,0.9
"Montana",2020-04-14,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-14,0,247,13,0.2,0,0.9
"Nevada",2020-04-14,0,429.5,52,0.2,0,0.9
"New Hampshire",2020-04-14,0,85,22,0.2,0,0.9
"New Jersey",2020-04-14,0,1978,1694,0.2,0,0.9
"New Mexico",2020-04-14,0,186.5,18,0.2,0,0.9
"New York",2020-04-14,0,3726,3672,0.2,0,0.9
"North Carolina",2020-04-14,0,784,102,0.2,0,0.9
"North Dakota",2020-04-14,0,102,11,0.2,0,0.9
"Ohio",2020-04-14,0,1106.5,139,0.2,0,0.9
"Oklahoma",2020-04-14,0,390.5,47,0.2,0,0.9
"Oregon",2020-04-14,0,277,28,0.2,0,0.9
"Pennsylvania",2020-04-14,0,1214.5,699,0.2,0,0.9
"Rhode Island",2020-04-14,0,78.5,36,0.2,0,0.9
"South Carolina",2020-04-14,0,422,98,0.2,0,0.9
"South Dakota",2020-04-14,0,81,12,0.2,0,0.9
"Tennessee",2020-04-14,0,816,129,0.2,0,0.9
"Texas",2020-04-14,0,3124.5,316,0.2,0,0.9
"Utah",2020-04-14,0,291.5,55,0.2,0,0.9
"Vermont",2020-04-14,0,36,11,0.2,0,0.9
"Virginia",2020-04-14,0,569.5,116,0.2,0,0.9
"Washington",2020-04-14,0,473.5,136,0.2,0,0.9
"West Virginia",2020-04-14,0,212,14,0.2,0,0.9
"Wisconsin",2020-04-14,0,442.5,64,0.2,0,0.9
"Wyoming",2020-04-14,0,60,6,0.2,0,0.9
"Alabama",2020-04-15,0,472,54,0.2,0,0.9
"Alaska",2020-04-15,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-15,0,745.5,72,0.2,0,0.9
"Arkansas",2020-04-15,0,327.5,15,0.2,0,0.9
"California",2020-04-15,0,3494,553,0.2,0,0.9
"Colorado",2020-04-15,0,522.5,135,0.2,0,0.9
"Connecticut",2020-04-15,0,336,301,0.2,0,0.9
"Delaware",2020-04-15,0,86.5,29,0.2,0,0.9
"Florida",2020-04-15,0,2460,549,0.2,0,0.9
"Georgia",2020-04-15,0,1147,279,0.2,0,0.9
"Hawaii",2020-04-15,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-15,0,103.5,54,0.2,0,0.9
"Illinois",2020-04-15,0,1141,420,0.2,0,0.9
"Indiana",2020-04-15,0,764,227,0.2,0,0.9
"Iowa",2020-04-15,0,280.5,28,0.2,0,0.9
"Kansas",2020-04-15,0,262.5,20,0.2,0,0.9
"Kentucky",2020-04-15,0,488.5,28,0.2,0,0.9
"Louisiana",2020-04-15,0,750.5,706,0.2,0,0.9
"Maine",2020-04-15,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-15,0,399,167,0.2,0,0.9
"Massachusetts",2020-04-15,0,592,446,0.2,0,0.9
"Michigan",2020-04-15,0,746,668,0.2,0,0.9
"Minnesota",2020-04-15,0,431,18,0.2,0,0.9
"Mississippi",2020-04-15,0,337.5,56,0.2,0,0.9
"Missouri",2020-04-15,0,736.5,122,0.2,0,0.9
"Montana",2020-04-15,0,85.5,8,0.2,0,0.9
"Nebraska",2020-04-15,0,247,13,0.2,0,0.9
"Nevada",2020-04-15,0,429.5,52,0.2,0,0.9
"New Hampshire",2020-04-15,0,85,23,0.2,0,0.9
"New Jersey",2020-04-15,0,1978,1759,0.2,0,0.9
"New Mexico",2020-04-15,0,186.5,18,0.2,0,0.9
"New York",2020-04-15,0,3726,3705,0.2,0,0.9
"North Carolina",2020-04-15,0,784,104,0.2,0,0.9
"North Dakota",2020-04-15,0,102,12,0.2,0,0.9
"Ohio",2020-04-15,0,1106.5,141,0.2,0,0.9
"Oklahoma",2020-04-15,0,390.5,48,0.2,0,0.9
"Oregon",2020-04-15,0,277,28,0.2,0,0.9
"Pennsylvania",2020-04-15,0,1214.5,741,0.2,0,0.9
"Rhode Island",2020-04-15,0,78.5,36,0.2,0,0.9
"South Carolina",2020-04-15,0,422,103,0.2,0,0.9
"South Dakota",2020-04-15,0,81,12,0.2,0,0.9
"Tennessee",2020-04-15,0,816,134,0.2,0,0.9
"Texas",2020-04-15,0,3124.5,328,0.2,0,0.9
"Utah",2020-04-15,0,291.5,56,0.2,0,0.9
"Vermont",2020-04-15,0,36,11,0.2,0,0.9
"Virginia",2020-04-15,0,569.5,120,0.2,0,0.9
"Washington",2020-04-15,0,473.5,133,0.2,0,0.9
"West Virginia",2020-04-15,0,212,14,0.2,0,0.9
"Wisconsin",2020-04-15,0,442.5,64,0.2,0,0.9
"Wyoming",2020-04-15,0,60,6,0.2,0,0.9
"Alabama",2020-04-16,0,472,54,0.2,0,0.9
"Alaska",2020-04-16,0,53.5,5,0.2,0,0.9
"Arizona",2020-04-16,0,745.5,73,0.2,0,0.9
"Arkansas",2020-04-16,0,327.5,14,0.2,0,0.9
"California",2020-04-16,0,3494,562,0.2,0,0.9
"Colorado",2020-04-16,0,522.5,135,0.2,0,0.9
"Connecticut",2020-04-16,0,336,310,0.2,0,0.9
"Delaware",2020-04-16,0,86.5,29,0.2,0,0.9
"Florida",2020-04-16,0,2460,563,0.2,0,0.9
"Georgia",2020-04-16,0,1147,283,0.2,0,0.9
"Hawaii",2020-04-16,0,125.5,10,0.2,0,0.9
"Idaho",2020-04-16,0,103.5,55,0.2,0,0.9
"Illinois",2020-04-16,0,1141,425,0.2,0,0.9
"Indiana",2020-04-16,0,764,234,0.2,0,0.9
"Iowa",2020-04-16,0,280.5,28,0.2,0,0.9
"Kansas",2020-04-16,0,262.5,19,0.2,0,0.9
"Kentucky",2020-04-16,0,488.5,28,0.2,0,0.9
"Louisiana",2020-04-16,0,750.5,729,0.2,0,0.9
"Maine",2020-04-16,0,86.5,13,0.2,0,0.9
"Maryland",2020-04-16,0,399,172,0.2,0,0.9
